text,sentiment
saw a dead bird on my way to work what a kind of day to start poor little bird,0
I am the heir to the over draft,0
feeling so much i feel so bad,0
yay for yoyoyou cleaning yoyoyoyou re room i said hi to yoyoyou the other day yoyoyou did not write me back,0
it so sad i wish i could stay longer it the last time ill see you tonight better not wear my make up,0
www just printed my new i d badge thing work n www my picture i took so many n they were all ugly,0
brand new is playing at the epicenter in july when I am in ny jesse lace why do you hate me,0
hay the twitter happiness score for sup is i think i dropped by point since yesterday,0
driven dam you i want an android stupid only rogers,0
is heading to work n it freezing,0
dam i feel like the song of dead and gone by travis garland,0
i did not get to chat oh well time to eat a praise,0
tell chris to stop making fun of lizzie,0
lunch is not until but I am already so hungry,0
i did have n i still do this job is so dead me right now,0
yeah it going to email now i called it while i wa in the store no luck,0
and the download failed my phone doe not like your phone,0
bah you be made me all hungry now,0
bored and lonely at work,0
so sorry to hear that i lost two hard drive this year i know the feeling,0
definition of seniority me about to go to chem ii and calculus not good class to feel like lacking,0
hey sorry i did not get in touch sooner we did not go by bologna it wa out of our way,0
may have unintentionally stubbed someone due to my ineptness shine feel badly,0
hugh i hate everything,0
sometimes people never learn to shut up and stop talking,0
feel quite down not quite sure why though s so going to bed night everyone x,0
not impressed it might go away if you complain too much x,0
other than that you are totally beret of fault in every way,0
ah bad time i hate exam i feel so unprepared this time a well suck haha,0
I am at work trying hard not to succumb to the poor me mentality due to severe allergy boo,0
twitterberry hate me,0
oh darn lost another follower,0
we are practicing our backpack skill it doe not look hopeful,0
where ha where is po i miss him,0
feel guilty sorry bout that,0
miss the newest version on grade on design,0
bored fixed the internet for my dad but now im bored to death,0
hoop i got sunburnt,0
I am just starting it bring guess what i get my laptop back but i can not use the messenger hate it,0
in a bad mood now annoying when it sunny,0
kennedy wa re injured at raw on monday he ha he is got s serious muscle issue in his back and a broken wrist,0
i feel your pain mine is the same way,0
feel dressed,0
stupid competition stuff keep getting in the way but i am going to get some word in today if it kill me writes,0
in seattle washington im soo hungry i miss alaska,0
so off work about to do what i do not know I am exhausted,0
today wa not an inspirational photography day photography,0
it like a little adventure only im kinda worried about her and i cant take the bus to where she is co my oyster is broken,0
at pool in orlando got new kick going to refworld tomorrow miss my best friend,0
sorry for the delay in publishing this week show some technical difficulty during encoding will be out a soon a possible but may be saturday,0
i cant my grandparent are here,0
you geek,0
what would you know about packing you are making poor lauren do it all,0
si no bueno i guess i just do not entertain him,0
gift honesty box message ha been discontinued due to abuse here dal facebook aplikace na honor,0
my paradise fly catcher abandoned their nest they are starting again but it ha it is going to b tough,0
it just suck that I am stuck in an office but i have you at selfridges to look forward too,0
watching my ard earn money disappear,0
there not many people meeting tonight well suppose it is friday very normal person is out partying but im skin,0
hell unlucky o and and it come out next week here,0
bye twitter fb world I am at the san francisco airport ready to board air china not sure if I shall I will have internet access,0
gourmet pizza blah pizza is supposed to be grease and filthy you can not eat pizza that ha that is been prepared by a chef,0
packing i do not like it,0
look chip and ketchup ya wiki alain let u have some fish finger I am not too sure about baked bean though,0
only just past am and already been spoiled cotton,0
it wa fun ate at ma thanks good luck w you re showing tomorrow,0
can not figure out how to reply on tumblr sorry i do not get into nyc until so i can not go to any event before then,0
www that is sad,0
acsvxdcbgfn soccer now shall see young phoebe after d i do not want her dressed up though,0
wishing laying on my side wa not the only comfortable position i am tired of laying,0
www that suck,0
ze franz ha not friendid me i think they think I am a creepy stalker or format mph,0
i doubt like to peel pawn i also do not like going shopping running out of money and crawling round the car looking for more,0
yeah marina though i keep thinking it ha it is something else car grant am not are not too hobby either bringing up baby,0
ha just booked her appointment to give blood pm nd june scared,0
ok home made pizza tonight but horror I have run out of anchovy,0
my car is possessed and will not stop working at me,0
gutted the handball i wanted ha been sold,0
it ha it is not soo noticeable it depends on how you look at it but i know it ha it is there and now my ipod is not perfect,0
i know i should not be saying this but it i m a hell,0
awd the rain is too strong,0
so why the hell are we going to school for hour next monday and tuesday dumb snow day and thier lame rule my mom making me go,0
justin is so warm it make me worry when they have a high fever and i go to sleep,0
what did i do to you speech,0
this week ha been so lonely without gossip girl oxo,0
so i guess if the couple see it ceremony a valid it is valid the community be damned,0
alright wa only joking i just said no wine here fool me maybe i don t like drinking,0
boo for all the season finale,0
not ideal bank holiday condition a little over cast and rainy but perfect for a lazy day with a dvd,0
leigh you know you dev dev it youre doe stock having no id my weekend r gone miserable for week so drink me plz,0
not feeling too good at all about to head to work from not a bad shift just not fun when you do not feel well hope it go fast,0
he ha he is been doing my makeup for year long before tra stole him away from u,0
base there ha there is a manual process but it ha it is taking ever on my outlook database off crappy mst product,0
charted with my old schoolmaster www i miss my highschool,0
i want to die i want to take my own life forever she ha she is trying to get me to do a duet,0
arch why why why,0
and it s ffa evil grin but i m so busy at work today i won t get anything done,0
my brother just woke me up to help him with his homework I am not happy,0
what software do you use to design site I am a c student and currently i hard code everything it ha it is not the fastest way,0
my right ear s been blocked up today bit like when you have got water in it any idea s clear it do not like putting liquid in,0
my dad s not feeling well i want to make him soup suggestion guy get well soon yah,0
kill me now I am so sick n it ha it is friday night,0
taking underprivileged kid to the circus more big day planned i still am not are not feeling so nervous right now,0
goldman bloody stress and sending my body haywire,0
oh i miss the piano,0
i need to play infamous where ha where is a free blockbuster rental coupon when you need one i miss that coke reward,0
just got the dreaded call from babysitter little h ha bumped her head sitter say she ha she is fine and goose egg is going down fast,0
just came back from bowling which i official suck at,0
just got my kicked in triple laughing out loud i got such bad card i suck,0
flu or allergy doe not matter just try to squeeze my sunday,0
on another note geodefense easy down onwards to the medium map where a whole other world of pain awaits my exploration,0
i wish i could just go for a drive or a movie or the store i just wan na be alone,0
can not even tell you how much this hair dressed is missing me off she ha no clue what the f I am asking her to do so I am expecting the worst,0
saying goodbye to papa,0
za it not fruit it those sugar covered sweet my dummy is not happy,0
yeah the weather ruined my plan too i wa going to beach it up a well,0
ha that sinking feeling that it ha it is all about to go up bracing myself for the hometown,0
www mate that ha that is such a hitter,0
i miss you it ha it is lonely and empty without you,0
trying to figure out this thing it s not going well,0
how is she spoilt she ha she is like that wa hard for her to be put up in front of m people she ha she is really young,0
that sigh doe not sound happy,0
you were doing good with the reply now you falling off sad face,0
going to retake my softball photo because patrick s studio is a piece of back here for chore some friday huh,0
better than what i did to my facebook keyboard yesterday spilled a whole cup of hot chocolate on it,0
we watched the today show we did not see you though,0
I am sorry you are having a bad day i wa just looking back through do i need to give someone a knuckle sandwich,0
I am hungry and single heading to the going range soon,0
ha a dummy acre,0
why do you lot mock me,0
oh pw you done me wrong the signing time in you re child s article are all wrong and no neil gain you tease me bea,0
I am not a big fan of costa i ended up going to eat a they have one outside our office,0
yes i am quite unsure swell haha,0
very bad thing i need to stop thinking,0
you burned yourself too so did oh no oxo,0
if one people did any wrong the world blame all the people over there this is the great world which we are living in,0
will the presentation be available online during the meeting the poster discussant are going so fast i can not write fast enough,0
pm it ha just hit me i have school tomorrow o haha I shall I will stay on til i think,0
yeah that doe not sound very good,0
lot of confusion I have at my work place,0
trying to open a doc file on my virtual system while I am under the dryer but it only ha office,0
I am always hungry all the time but now i do not even feel like eating this is not normal and my throat s sore I am sick,0
back to work extremely slow now that start up s over,0
spray tan fail on leg and foot I have been rubbing them and foot look better but they looked awful this morning everywhere else ok,0
here s a brief preview oh my josh james is creepy in that role I am scared of him,0
i did not go to the gym today and i feel bad,0
my jean that were once two inch too long are now about five inch too long holy cow am i getting shorter,0
maybe i missed my chance this time,0
do not really wan na go school on monday to be honest,0
oh i forgot to eat rumble rumble,0
this is sounding like the worst large ever the one that just will not go away are you ready for end of rope action yet,0
it wa not that good tonight i know dcd though i will not say what happened,0
brooklyn we went hard now back up top but st hanja s yea again,0
been there suck like hell,0
just cried all the way through the final episode of er and the previously on er documentary about it,0
stuck in traffic on the on the way to costa mesa,0
just found out my friend s dad passed away yesterday,0
my little bamboo is sick,0
everyone ha left me and gone to bed,0
hollyoaks the curse of justin strike again date the burton and end up screwed poor sod,0
it ha it is a sad day for beer drinking movie goer the speakeasy theater are no more,0
writing and researching tired of being foolish so I am educating myself moving forward going to marry a white boy they do you right,0
if it too hard go to you re guy pricing person and he should change it cause mine be hard to change to,0
dam server still down i need to hit before all the boxer pas me,0
i can not seem to access restaurant city due to some internet javascript problem,0
i miss rollerblading down shoreline,0
i can not believe how tired i am right now i do not know if i can go out tonight exhausted,0
why am i so tired,0
had to stay home while my wife take my daughter and a few friend out to tokyo steak house sadly my body is not cooperating today,0
buried under more web change going to make lunch now i will not have a chance later too much to do,0
www i hate that one,0
my back hurt really bad,0
no idea what that mean bb,0
gh I am tired,0
not looking forward to this long trip in the morning I am sick,0
miss come back home now honey,0
they are terrible little beast but if the garden is small you can simply collect them or you can buy poisonous food pellet,0
miss chatting with you,0
really wish i could see dave from again missing him already,0
sitting in school suck to be me,0
unfortunately yes not outside,0
ndo oh my josh I am so sorry I am the worst employee ever my hard drive just failed taking the survey data with it,0
haha you did not see my facebook or my mac in that pic so feel extra jealous poll,0
i hate having headrush,0
i will never eat broadway pizza again feeling ill,0
i almost lost you again phone silly indy,0
o you saw fleetwood mac I am instantly jealous i do not have enough money to buy ticket i think I shall I will never see them,0
papal hate me it refuse to let me verify my account,0
havent been on in awhile no point anyways,0
flores www i don t i guess that ha that is why it doesnt blackberrymessenger,0
yes it doe please dont go if you die i will cry which normally lead to small animal getting harmed,0
when oh when are you coming back for a gig in scotland i had ticket to see you last year bout wa in host wit gallstone,0
i had a nightmare last night cry i think i am scarred for life,0
I am so mad that im going to be missing the maine tomorrow because it take all ending day to fly to florida,0
house hunting for next year no fun,0
most i am soo disappointed that that is what he look like by the way the image is gone,0
hi angela can you check your email i need one thing from you sorry if it ha it is your day off,0
it is so sad that me and my roommate fry chicken just about every night we just finished tonight s batch,0
and he really doe not like shiny happy people I am a local rem expert by the way saw them for the first time in,0
we r the lost trooper but i want to know,0
we have two small dog good to hear that center part wd take them cruising to new york on the queen mary real treat,0
could be getting sacked soon not good,0
hello yourself enjoy london watch out for the hacker they are mental,0
i want to cry at the thought of the nba season being almost over next year miami,0
well dot really know wot to do stay wit some who doesnt want b div me or move home to rent after yr of been away,0
mother is logging the tv,0
living down ali without off street parking blow p there is no parking wds are the worst feel like a hostage,0
I am so mad i cant go to that you re like an hour away from me,0
now you are scaring me can not you just be mad do not ip the world of your presence,0
holy wow i think i could have slept all day soo tired,0
what the f ... my tweet are not am not posting super excited about the weekend fg,0
i know I am already a week behind on ff will try to get one done today called into work hr early due to problem so will be a busy day,0
shut up fool where you been at i dontlike the fact that you keep abandoning me,0
i wish i were going found out too late to get ranger for my kid and i miss mountainjam every year,0
feeling lonely,0
im meeting this is so hard i do not get it,0
holiday are now over not fair,0
what i would have done with lawless stillborn panel no idea but i wa sad so now yr later strawberry dead puppy,0
lunch is no fun when you have nothing to eat,0
wan na b marie antoinette co she had perfect hard fab clothes n ton of macron crappy day,0
sigh off bed try get these grammy hr of sleep before my horror hour day smh niterzz very do not let the twitterbugz bite,0
officially miss quark huhuhu i had no heart hand partner and no one to dance with tonight come home so,0
this world make me sad,0
bout to get ready for work gh i hate working on friday,0
do not go to doe mexican grill it is too spicy,0
month end still stuck in my office waiting for the struggle to get there s t together,0
challenge my love i miss you,0
dang i miss you goodnight,0
I am at my hardest right now i lost my mobile phone headphone wa feel a little incomplete and i feel the same,0
my mouth hurt wish i could cut my head off,0
kimbalicious you can have the milk i have i only have that here to drink i think that ha that is whats making me feel sick,0
tweet f tweekdeckk hate me cry,0
well on a normal day I had I would already be done with work unfortunately this is not a normal day which mean I shall I will be in the office till late,0
we have some kind of bug in our house and we do not know why or what it is,0
judge just b d that whole paper so tired gh i hate school time to sleep,0
so tired it ha it is not right to have to get up so early,0
I am about to have to hang up my font is getting to hot,0
i do not understand anything help,0
your sm managed to crash my phone,0
honda take his flight back to the czech republic in the morning I am really going to miss him,0
he ha he is out the ofc til monday grand kinda summed me out but b c i wa genuinely sick there ha there is within i can do about it,0
I am at cobra mexican bird flu hub bar and hate when they play the s mix oh freeze frame,0
what about me i miss you too,0
have got a work lonely weekend ahead,0
sorry i could not fit hal s name,0
i want korean bb so band but no one can come with me,0
exhausted but forced into attending a lock in,0
i am so sorry,0
i loved johnny carson now I am going to hate seeing jay lens go,0
sandy i do not know they sent out email using my account about random stuff i did not even understand i changed all my password,0
being drunk and hot suck,0
is missing her best friend comme back karla going out in a little while,0
not poor cat he just want a middle or food it hard to tell,0
ugg school is so boring i cant wait for this year to be over so stressed i should stayed home today,0
my cat ha been missing for day i am breaking out,0
hey im not feeling so good cup of wat happened yesterday in the car accident,0
soo full that im starting to feel sick,0
i feel like I am not going to make it this year,0
do not care about my struggle,0
barred what everyone doing check out link on my profile,0
chem wa not better than physic and now I am so tired astro haha non bbf jug ya wiki gue sukan jun pyo,0
www I am sorry what kind of fish did you have,0
sadly awake wondering about contact info for all of the fun folk i hung out with at the shop yay b miss you guy,0
insomnia at it finest go to bed at fully awake at gr anyone want to call mee,0
i made this huge revelation a i wa doing the dish that everyone left for me and now i totally forgot it i hate when that happens,0
alexa im gone miss you today im so sad not,0
I have wondered about rake to the client ha made it clear net only do not force devs to learn a new lang agile cnet,0
found my book starting a real paper bound journal tonight have an annoying it above my lip make me look like i have herpes,0
sitting in the car with my cat he keep meeting and i feel so bad,0
ha a headache,0
feeling lonely dh on night shift all w e,0
i guess you are not talking about orlando magic there wa nothing magical about it,0
sad assembly next block,0
ah remember the day when you had you would sleep in until noon well guess who did that today god i feel like a loser,0
back to reality boo,0
why i am not are not on you re ff list im you ret,0
he ha he is in bed sick heavy fever went to dr s part of the reason I am watching cladding now and still have not been fed,0
bumping dj opus in the drunk in the car laugh my a .. off do not act like you do not know,0
i voted and i could not,0
my mom want to lay we will be there later probably a little after and I am sorry you are sick,0
i wa going to bout I am stick I am so mad jason said i have to recover fully before i go paintball again are you playing,0
they are for my mama i always bake late and get worried that the mixer is going to bother people,0
are you guy going to get the metal detector from the brickmans i saw chad ask dave on fb sorry bout your ring,0
if i knew it wa going to be this kind of party i would have stuck my in the mashed potato,0
you wan na know what ha what is worse my coworkers just brewed a fresh cup of coffee and all i can think about is bacon,0
so tired only need to be here another minute,0
I am going to miss the grand prix I am going to have to try and sneak back to the room,0
the drs in beverly hill doctor s scare out of me,0
my ipod died not running until it is charged,0
is a failure,0
my guitar am not are not here yet feel like i lost a limb,0
site now I am up n bored a opposed to almost sleep frm b,0
my dummy hurt,0
exhausted and sick my face is greenish,0
ooh hayfever ha struck thought i wa going to avoid it this year but not remedy anyone,0
i miss you too,0
who know it make me sad laughing out loud,0
had to fix bike chain on the way to work arrived a filthy bloody mess lovely weather though,0
oh man did yoga today worse than last week,0
prom tonight too bad im not going to be there,0
home sweet home by carrie underwood make me said,0
went to see the dentist can not eat and im starving really suck and ist s painful,0
indeed much fail,0
thing always end up going bad,0
also i popped the phone open and got all that goldman dust out but i wore out a clip on the camera panel so i had to glue it shut,0
dude you did not even say bye,0
it margin said she could not share the info on who killed evil eddy with me she wanted my info again gave it to her,0
oh man i have been sick all night i feel awful,0
i joyous heard that regina girl song le deyoyoux and i think you shoyoyould have come back mc i miss you,0
summed that f f f broke up,0
did not have my camera with me totally retreating it now,0
someone would give a speech about loved one in the hospital stupid comm class,0
today feel like friday too bad it not,0
foster still not working,0
is home from marco island and missing it and my girl already back to work,0
now every saturday till for work suck and no friday or monday off for july th either,0
jz local movie here the title s virgin p actually i feel not so good so tired n diary,0
doing my english essay on r j what the f ... that i should have done a long time ago when it wa assigned last thursday,0
my new camera rip my hot pink polaroid i,0
better be also yes und und lisa still ha not gotten any by the way sacked,0
i hate getting put on steroid my face,0
favorite shirt ruined death by bleach fb,0
i just found a crack in my baking bowl milk spilled everywhere,0
we can not even call you from belgium suck,0
yup slowly recovering it suck that i can not eat the stuff I am craving right now my gun can not take it how wa your trip,0
out for an evening on the town with jeremy sad carrie can not come,0
i am definitely ready actually ahead of you i already have a sun tan and i wa out at the beach yesterday,0
wa good miss all already,0
super summed the whitecap game plan with friend fell through i now need to be home by to let the sitter go,0
awake no migrate yes but dummy is hurting evil is,0
it ha it is you and me forever it ha it is you and me right now flywithmeobsessive im cry,0
york v land on the tell not going too well for yorkshire,0
when i say we close at it doe not mean come in at ff people also rip poll,0
dude what the f ... i text you this morning so that you can take care of me so cool it ha it is confirmed you hate me,0
touch i just pitched my own by accident trying to fix my top,0
missing loverboy so much,0
plus it is going to clash with ugly betty when channel show season next month a well gr,0
whom do yu wan na kill,0
what what about your house you have been working so hard on it,0
bad time for everyone whywhywhy do we have to write essay no fair,0
to be really really not bored but bad i will not now the news but that ha that is ok be right back x,0
ml i stepped on a needle such wa drycleaners,0
almost made it to reading comedy outlet headlining all weekend only took me extra hour with traffic basically doubled my time,0
so tired work today,0
no water park today made me jealous looking at that pic,0
want somebody to hold me alma tear tear,0
not well the g will pro be you in young bout that doe not help you now,0
sad to be leaving so soon,0
i hear you i can barley keep you with the follower i currently have it tyouff on a mobile device,0
burnt the out of my hand today,0
back no can see either and weird these tweet are in my mention but not my timeline oh wait new twitter,0
oh my josh that is soo sad,0
i just went to find that unity girl on beb i cant find her i fail at beb stalking,0
hug still feeling poorly are you,0
ashley tidal i mean cup shes in berlin on th june and I am not going to be there i wan na start cry right now ashley pick me up,0
so sad found out about your boot camp too late oh well may be in la that day anyway,0
i have had the william shatter version of rocket man in my head for day now it ha it is distracting,0
I am hurling headline into a day of spanish and art but my view is after tomorrow it ha it is just revision and extra free,0
ok so I am within from my computer it going to be bad when i get on my phone cause ima be lost like,0
g you re a poppy head,0
this darn cold just keep getting worse i bought some hayfever pill just to try out maybe I have had that all along,0
p s sorry about you re uncle,0
happened about three week ago why is there a serial card fraudster on the loose,0
need a ticket ga ya you have got me on there reason have not listened to dear elliott for a few week overdue,0
reading and taking note but understanding none of it help,0
can not play world in conflict because the computer is running too slow,0
somehow i have yet to accomplish a thing,0
just drove with my mom and bryan my mom said im the worst driver ever really,0
still sick home,0
wow my grand passed away i m too sick to even think i know she ha she is in a better place now,0
sad that our neighbor just cut down all the tree around their house it looked so pretty before and they seemed healthy tragic,0
my dad is trying to force me to learn to drive i do not like doing thing I am not good at in public,0
o it feel like a hot box and no matter where i go in here it still feel like a hot box ice cream is not working n e more,0
my eye hurt,0
now im sad but im not giving in first i did not do nothing,0
nl they are bee that will be trapped into my honeypot,0
born and raised in nyc and living in texas for the past year i still miss ny,0
my monitor will not turn on this can only be the work of my mother,0
i am sorry i do not like girl that way,0
i have a farmer suburb ah,0
two month ago i became irrelevant,0
bean sorry to hear that tina,0
because it is too hot i am sleeping with the window open just mean all the noise will make me up early,0
is hitting the street hour living with lexington s homeless no food no bed no problem no facebook or twitter pray for u,0
nation just launched twitter v not convinced,0
let u know what happens poor little guy,0
I am trying my dang hardest to not watch the movie again until i finish the book again,0
rope withdrawal in full effect no one to tie no teaching no demo no one to play with but worst of all no one to play with,0
make me wish i had dog instead of cat,0
too much outside killed my eye,0
i keep trying to get through but i cant,0
sitting in boring literature listening to jack johnson missing the gf soo much,0
i had mailed for something you got the e mail i did not which should problem mean i will not get it,0
my bos called me anorexia,0
character i find is rarely enough to elaborate much upon anything,0
rica hug those are the worst mine used to be really bad on the first day sometimes can not even get out of bed,0
i do not think my twitpic is working,0
laughing out loud exam i did not go to cast or other school i finished form and that ha that is it soo disappointed in myself,0
fortified could lose my job,0
hate history of rock,0
how come everyone seems to make so much more money than me,0
i thought you liked the name,0
getting some fuel too bad no one is reading this,0
there wa not enough room for me,0
i feel like a piece of garbage see,0
i know i should not be saying this but it i m a hell,0
wish i wa but im in chicago,0
